name,region,variety,rating,notes
Fiddlehead Seven Twenty Eight Pinot Noir 2012,"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,91.0,"The classic hallmark of Fiddlestix Vineyard has always been the tangible interplay between the rich earth, punctuating bursts of black cherry fruit and dusty tannins. With each successive year, the vineyard continues to expand its alluring tasting aspects and holds on to its well defined sense of place. With the addition of sustainable nurturing of the soil, Fiddlehead  can't help but get excited about the potential of the treasured 100 acres of Pinot Noir."
Chateau Haut-Brion 1990,"Pessac-Leognan, Bordeaux, France",Red Wine,94.0,"The wine is not as supple and velvety as the 89. Its structure is, more of a classic vintage. Comparable to the 88, showing complexity, finesse and elegance which define Haut-Brion's great years."
Fattoria dei Barbi Brunello di Montalcino Riserva 2004,"Montalcino, Tuscany, Italy",Red Wine,91.0,"Deep and lively ruby red color with just a touch of garnet at the rim. The Reserve '04 has a broad suite of fragrances ranging from well crystal clear hints of ripe red fruits, especially bitter cherry, to leather, rhubarb, dry hay and liquorice. On the palate this wine is warm, ample, elegant and savory; showing a well integrated balance of alcohol and acidity and a juicy, powerful finish which seems endless."
Duckhorn Napa Valley Merlot (375ML half-bottle) 2013,"Napa Valley, California",Red Wine,90.0,"This gorgeous wine displays intense aromas of ripe cherry, followed by more nuanced elements of cedar, sweet spices, orange peel and cigar box. On the palate, layers of black raspberry and spiced plum mingle with more savory notes of nutmeg and pencil lead. With firm, well-integrated tannins that extend the finish, this beautifully structured Merlot also promises great ageability. "
Beringer Private Reserve Cabernet Sauvignon 2004,"Napa Valley, California",Red Wine,93.0,"The final blend showcases aromas of black berries, toasty oak, mint, white pepper and cocoa. Black fruit, cassis, caramel, vanilla, brown spices and hints of rose petals coat the palate as ripe supple tannins extend throughout the long finish."
Brancott Sauvignon Blanc 2011,"Marlborough, New Zealand",White Wine,91.0,"The wine is pale straw in color with green highlights. Aromas of ripe gooseberry and bell pepper dominate with tropical melon and grapefruit notes apparent. This wine displays full fruit intensity. The ripe bell pepper and gooseberry flavors with hints of pungency sit well with the supporting tropical fruit flavors. A well-balanced wine showing the crisp, vivacious acidity associated with this style."
Greywacke Sauvignon Blanc 2017,"Marlborough, New Zealand",White Wine,90.0,"A delicious combination of ripe summer fruits and delicate floral perfume-citrus blossom and elderflower entwined with nectarines and white peaches, mandarins, and cantaloupe with a twist of lemon. Intensely flavored, succulent and crisp with a delicate herbal infusion - quintessential Marlborough."
Cakebread Sauvignon Blanc 2012,"Napa Valley, California",White Wine,88.0,"The startlingly fresh, vivid aromas of the 2012 Sauvignon Blanc literally leap out of the glass, redolent of just-cut white grapefruit, bracing gooseberry, lime and kiwi, and ripe honeydew melon, with subordinate spice and vanilla scents. On the medium-bodied palate, the wine's ripe grapefruit, guava, melon, green apple and mineral flavors are remarkably rich, intense, concentrated and vibrant, with a long, full finish packed with fresh fruit and mineral/chalky (a la White Bordeaux) tones.  "
Grgich Hills Estate Fume Blanc 2016,"Napa Valley, California",White Wine,91.0,"The wine has juicy tropical fruit and lemongrass flavors with a touch of minerality at the end of a long finish. The wine is perfect with a wide range of food, including grilled seafood, chicken, oysters, creamy pastas dishes and summer salads."
Altos las Hormigas Malbec 2005,Argentina,Red Wine,86.0,"This wine is the exciting result of our encounter with the great land of Argentina, whose very light and space seem to reproduce perfectly in all its fruits a remarkable character and vitality. The ant (hormiga) is one of the few creatures who can survive in our vineyard's hard-to-work soils."
Chateau Tronquoy Lalande 2000,"St. Estephe, Bordeaux, France",Red Wine,94.0,"This estate, which was acquired by the international telecommunications giant, the French-based Martin Bouygues, has produced their finest wines to date under the guidance of Jean-Bernard Delmas (who made every Haut-Brion between 1961 and 2003). Delmas, who was coaxed out of retirement to apply his enviable talents in St.-Estephe, is a master at attaining sweet tannins, which is always a challenge in this northern appellation."
Chateau Margaux Pavillon Rouge 2010,"Margaux, Bordeaux, France",Red Wine,91.0,"It is the first time that the Pavillon Rouge, which made up 38% of the crop, accounts for the same proportion as the first wine. This selection reflects the even higher standards we have set for Pavillon Rouge. It is indeed no longer a second wine but rather a different blend of the first one, with truly comparable tannic power. "
Antigal Uno Malbec 2008,Argentina,Red Wine,90.0,"Intense red color with violet tones.  Aromas of wild berry and dark plum with a hint of coffee.  Berry and plum continue to the palate with smoke and vanilla joining through the persistent finish.  Pairs well with red meat entrees, Beef Wellington, roasted leg of lamb, grilled vegetables, and semi-firm cheeses."
Dom Perignon Rose 1996,"Champagne, France",Sparkling & Champagne,95.0,"A rare gift for those with distinguished taste.  This graceful selection displays the perfect combination of elegance and flair found only in the most marvelous Champagnes.  An intensely flavored Champagne displaying tropical fruit, berry and citrus aromas, it is highly treasured for its taste and much sought after for its very limited production and rarity."
Chateau Hosanna 2011,"Pomerol, Bordeaux, France",Red Wine,92.0,"The wines of Chateau Hosanna show a good intense color, with a normal evolution; on the nose, one finds a vivid bouquet with floral and fruits scents; on the palate, a good harmony and balance with fresh tannins ending on an aromatic and very pleasant finale. These are charming and typically Bordeaux wines in their complexity and finesse."
Hunt McKay Morisoli Vineyard Cabernet Sauvignon 2011,"Rutherford, Napa Valley, California",Red Wine,92.0,"As with the previous vintages, the 2011 Hunt McKay (KaDieM) Cabernet is a hand-crafted, limited production Napa Valley wine made with grapes farmed and harvested exclusively from Morisoli Vineyards, located just west of Rutherford. Michael works closely with Gary Morisoli and this Rutherford AVA delivers bold, rich red and black fruit. With a little time and patience after opening, you will rewarded with an elegant, sophisticated and well balanced Cabernet Sauvignon brimming with dark fruit aromas of blackberry, black cherry and currants. On the palate, the ripe red fruits weave into a mosaic of flavors including dark cocoa, hints of licorice and sweet tobacco."
Les Alexandrins Domaine Crozes-Hermitage 2016,"Crozes-Hermitage, Rhone, France",Red Wine,91.0,"In 2016, the grapes arrived in the cellar with beautiful balance and freshness.The color is of an intense black. The nose shows a delicate but complex bouquet of aromas: pretty notes of black fruit (blackcurrant, blackberries), smoked and grilled notes and sweet spices. In the mouth, the attack is full of freshness, dense, with fine tannins and beautiful aromas with subtle notes of ageing and red and black fruit. A perfect expression of this terroir."
Calera Mills Vineyard Pinot Noir 2003,"Central Coast, California",Red Wine,92.0,"""Bright intensity"" describes the color, aroma and flavor of the 2000 Mills Pinot Noir.Sweet red fruit aromas of strawberry and cherry are enhanced with notes of cedaryspice, black pepper and oak. This big-bodied wine displays a wonderful balance offruit, smooth tannin, and unctuous texture. While delightful now, this wine willcontinue to develop and should age beautifully for at least ten years."
Fontana Candida Luna Mater Frascati Superiore Secco 2011,Italy,White Wine,90.0,"Luna Mater Frascati sets a new standard for Rome's most renowned white wine. As mystifying and enigmatic as its namesake, Mother Moon, it refl ects the wine's close ties to nature and its vineyards with an average age of 50 years. A blend of indigenous white varietals, it is a tribute to the tradition of the region yet crafted with contemporary winemaking technique. The label, designed by Roman artist Domenico Bianchi graphically conveys the unique beauty and mystery of this wine. "
Clos Cristal Cabernet Franc Saumur-Champigny 2008,"Saumur, Loire, France",Red Wine,90.0,"100% Cabernet Franc from 40 year old vines. Single 10 hectares (25 acres) vineyard giving low yields. The wine is 100% tank fermented. A landmark in the region, property of the Hospices de Saumur since 1928. Antoine Cristal, founder, was the first to bring Cabernet Franc to the Loire valley. "
Chateau Malartic-Lagraviere 2016,"Pessac-Leognan, Bordeaux, France",Red Wine,92.0,"Blend: 53% Cabernet Sauvignon, 40% Merlot, 4% Cabernet Franc, 3% Petit Verdot"
Iron Horse Estate Chardonnay 2000,"Sonoma County, California",White Wine,90.0,"This is an elegant, flavorful and tasty Chardonnay that is especially full and creamy with a bright, juicy acidity that compliments the wine's richness and gives it an exquisitely tailored style."
Domaine Serene Rockblock Reserve Syrah 2006,Oregon,Red Wine,91.0,"Aromas of ripe cherry, asian spices, lavender, black olive and tobacco. The silky textured palate displays black cherry, cola, anise, dried plum, cocoa and toast with fine tannins. The 2006 Rockblock Reserve is lithe, forward and approachable."
Foley Estate Winery Two Sisters Chardonnay 2008,"Central Coast, California",White Wine,95.0,"Our 2008 Two Sisters Chardonnay is a stunning example of Sta. Rita Hills Chardonnay. While the wine is certainly powerful and intense, it offers extraordinary grace and balance thanks to its firm acidity and low pH. The top descriptors are cream, coconut, almonds, vanilla and minerals. "
L'Ecole 41 Semillon 2012,"Columbia Valley, Washington",White Wine,90.0,"Remarkably brilliant with vibrant fruit and balanced acidity, this pretty floral wine shows citrus blossom, jasmine and honeyed aromas, with layers of lemon custard, apricot and key-lime expanding on a balanced finish.  "
Hess Allomi Cabernet Sauvignon 2007,"Napa Valley, California",Red Wine,88.0,"Aromas of raspberries, black cherries and a hint of vanilla. Ripe flavors of cherries, plum and currant mingle with hints of nutmeg and graphite, with a touch of toasty oak. Silky, youthful tannins continue to a lingering finish."
Chateau Suduiraut Sauternes 2009,"Sauternes, Bordeaux, France",Collectible,96.0,"This is a precise yet opulent Suduiraut with the purest of fruit, perfectly-integrated sweetness and a long finish revealing a beautiful acidity. The attack is rich and crisp at the same time. The palate reveals candied citrus flavours, followed by wood and liquorice, leading through perfectly into a smooth, fruity finish. In this very sunny vintage, we can sense very great potential, with 2009 following in the footsteps of the truly great Sauternes."
J.J. Prum Graacher Himmelreich Gold Capsule Auslese Riesling 2006,"Mosel, Germany",White Wine,95.0,95 Points
Chateau Clinet 2008,"Pomerol, Bordeaux, France",Red Wine,91.0,"Chateau Clinet displays deep black-purple color with lots of charming aromas of wild raspberries, blackberries and wild strawberries. The lush fruit subtly intertwines with the palate of coca, toast, licorice, vanilla and Madagascar pepper. Silky and intense on the palate. Its rich, smooth mouthfeel evokes an intricate blend of ripe fruit and warm spice with a lingering, flavorful finish. "
Domaine Emile Beyer Pinot Gris Cuvee de l'Hostellerie 2012,"Alsace, France",White Wine,91.0,"Its very delicate nose is marked by the excellent maturity of the vintage. There are aromas of ripe, dry and candied fruits, with a hint of honey. The bouche reveals a wine of great fullness and that is very persistent. "
Domaine de la Vieille Julienne Chateauneuf-du-Pape 2009,"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0,"A blend of 65% Grenache and the rest Cinsault, Syrah, Mourvèdre, and Clairette, the 2009 Domaine de la Vieille Julienne Châteauneuf-du-Pape is a beauty and delivers beautifully dense, pure black fruits, black licorice, violets, and mineral aromas on the nose. Chewy and rich on the palate, with solid mid-palate concentration, full body, and a fresh, savory finish, this classic Châteauneuf-du-Pape should benefit from short term cellaring, and have upwards of 15 years of longevity."
Bulletin Place Cabernet Sauvignon 2003,Australia,Red Wine,85.0,"Deep color, with well-balanced oak and berry characters. Full and rich, with soft, round tannins and a firm finish."
Dancing Hares 2010,"Napa Valley, California",Red Wine,93.0,"Dancing Hares Vineyard performed incredibly well in this relatively cool, late vintage. The wine, like the vineyard planting, is blend of Cabernet Sauvignon, Merlot, Cabernet Franc, and Petit Verdot. Each variety developed at a distinct pace in the vineyard, giving us a broad spectrum of flavors and textures with which to blend. The color in the skins was dark, opaque purple, and the wine possesses this same attribute. Aromas and flavors are bright and expressive, showing notes of black cherry, vanilla bean, sandalwood and smoke. The palate impression is intense and focused, with plenty of fruit packed in a framework of solid, but polished, tannin. While expressive, full-bodied and hedonistic right now, the wine will continue to develop well in the cellar for 15-20 years or more. decades of evolution and enjoyment."
Chateau Bonnet Rouge 2005,"Bordeaux, France",Red Wine,87.0,87 Points
Chateau Montelena Estate Cabernet Sauvignon 2010,"Napa Valley, California",Red Wine,91.0,"One look at the dense crimson ruby color and you know that this is a big wine.  The nose opens with big black cherry, currants, and plum spice cake notes.  Underpinning all that fruit are layers of smoke, anise, and very subtle oak tones.  The palate entry is soft and round, but builds quickly with loads of fine velvety tannin, huge black cherry, and red fruits that persist through to a rich finish layered with spice.  A firm core of acid and barrel spice integrate beautifully across all layers, enhancing the structure and balance of this massive but approachable wine."
Dominus Estate (1.5 Liter Magnum) 2015,"Yountville, Napa Valley, California",Red Wine,94.0,"Dominus 2015, with its remarkably complex nose, is an utterly seductive wine. It displays red and black fruits and an ethereal aroma of deep cherry, warm citrus and marzipan. Finely polished tannins on a beautiful, weightless finish are accompanied by great depth and length."
Kunde Wildwood Chardonnay 1999,"Sonoma County, California",White Wine,90.0,"Aromas of toasted coconut and baked apples provide the base for the nose and flavor of this full-bodied Chardonnay. Ripe and full in the mouth, our complex 1998 vintage offers a wonderful mix of fruit, butter and toast that play out on its lingering finish. It will pair nicely with most poultry entrees or enjoy it by itself in the company of good friends. -David Noyes, Winemaker"
Concha y Toro Casillero Del Diablo Cabernet Sauvignon 2004,Chile,Red Wine,87.0,"This is an incredible value from Chile!  One of the best Cabernets you'll ever enjoy for the price. Bright, dark red. Appealing ripe cherries, blackcurrant and dark plums with a touch of vanilla and toasty oak. Medium bodied with smooth and friendly tannins. Hints of plums and cherries and a generous touch of toasted American oak.  Enjoy with Red meat, lamb, pasta with red sauces, paella, rabbit and gruyère cheese."
Bouchard Pere & Fils Chambertin Clos de Beze Grand Cru 2011,"Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,92.0,"Intense aromas on the nose. Structured - though not excessively - and with lovely fleshiness, this is a sumptuous wine. Very good ageing potential."
Copertino Riserva 2010,Italy,Red Wine,91.0,"Ruby red wine with garnet hints. Intense, full, rich and ethereal aromas of blackberry, plum, Mediterranean vegetation, ripe fruit and leather. Warm, rich and generous, with complex tones and flavors of almond and blackcurrant."
Domaine Chante Cigale Chateauneuf-du-Pape Vieilles Vignes 2005,"Chateauneuf-du-Pape, Rhone, France",Red Wine,91.0,The only difference between the Vieilles Vignes cuvée and the CdP Tradition cuvée is the age of the vines which here reach 100 years old. The wines are made in the same exact way: 70% in tank (stainless steel and cement) and 30% in used barrels.
Jeff Cohn Cellars Cassata Zinfandel 2014,California,Red Wine,95.0,Deep in color with a freshly ground white pepper coursing through the wine aromatically and on the soft Rubenise midpalate. The lead to a nice structured finish that begs to be served with a hearty roasted meat.
Archery Summit Arcus Pinot Noir 2005,"Willamette Valley, Oregon",Red Wine,95.0,"Arcus, meaning ""bow"" in Latin, describes Archery Summit's estate vineyard that wraps around both sides of a small valley in the heart of the Dundee Hills. Capturing the distinctive terroir of this single vineyard, the 2005 Arcus Estate rewards Pinot Noir devotees with an expansive nose, compelling mid-palate, elegant finish and a superior expression of the varietal. "
Efeste Evergreen Riesling 2010,"Columbia Valley, Washington",White Wine,90.0,"This Riesling has an unbelievable sense of balance, opening up with white peach, honeysuckle and a beautiful lift from deeper mineral/slate notes. It passes across the palate with wonderful acidity and texture, finishing with a lovely attack of granny smith apple, mandarin orange, and persimmon. If you like Thai food, then this wine is for you!"
Bodegas Edetaria Edetana Blanco 2011,Spain,White Wine,90.0,"Edetana has prevailing floral aromas such as white roses, fresh white fruits (like lychee), and a mineral touch. There is a complete and potent entrance full of well integrated flavors in the mouth.  It's creamy with a extremely fresh and mineral finish that brings elegance to the wine."
Domaine La Garrigue Vacqueyras 2005,"Cotes du Rhone, Rhone, France",Red Wine,90.0,"""The 2005 Vacqueyras is a beauty. Deep, medium to full-bodied, with roasted Provencal herbs, a dense ruby/purple color, plenty of black cherry fruit, licorice, earth, and spice, this is another wine with a decade's worth of drinking ahead of it."" "
Artadi Vinas de Laguardia 2014,"Rioja, Spain",Red Wine,90.0,"This new Village Series insures that each wine, which bares the name of its origin, is a unique representation of village where the grapes are grown. They are wines of personality and character, and Artadi's new Vinas de Laguardia is the standard for fruit-forward wines with complex flavors and delicate tannins. Made with 100% Tempranillo"
Gerard Bertrand Gris Blanc Rose 2014,"Pays d’Oc, South of France, France",Pink and Rosé,91.0,"An original rosé with a very pale pink color plus grey and almost white tints. The bouquet reveals delightful red berry scents. A slight sparkle on the palate gives the wine all its freshness and bring out the fullness of fruit. The elegant finish is pleasantly fresh and mineral driven. Grenache is the king of grape varieties when it comes to making light, racy, fruity rosés in contemporary style. Grenache reveals all its suppleness and cherry aromas. Its fig and sometimes cocoa flavors, coupled with rounded sensations on the palate, make Grenache one of the great varieties of the South of France."
Henri Bourgeois Pouilly Fume En Travertin 2014,"Pouilly-Fume, Loire, France",White Wine,90.0,"The aromatic, floral and smoked nature of the Sauvignon grape variety is the most dominant aspect of this charming wine.It displays its elegance, fruitiness and roundness and is very persistent. "
Bodegas y Vinedos Pintia 2009,"Toro, Spain",Red Wine,90.0,"The wine is 100% Tinta de Toro, the superior local clone of Tempranillo. It displays the style and class of a Vega Sicilia Group wine, but with the extra spicy, forceful presence of a Toro. "
Beringer Third Century Howell Mountain Cabernet Franc 1996,"Howell Mountain, Napa Valley, California",Red Wine,92.0,"Third Century is a special limited bottling to commemorate Beringer winemaking that spans three centuries in the Napa Valley from the 19th century when the Beringer Brothers winery was founded to the 21st century as of January 1, 2000. Winemaster Ed Sbragia created this wine from carefully selected Cabernet Franc grapes grown in our Howell Mountain vineyards, well known for producing our Private Reserve Cabernet Sauvignon and Merlot.   ""There is an inevitable focus on Cabernet Sauvignon in Napa Valley because of the intense flavors and beautiful, tightly knit structure we're able to achieve here with that grape. But I've been fascinated with the idea of bottling separately the wines I make with the complex, aromatic Cabernet Franc grape, which has achieved such stunning flavors in Cheval Blanc. The same Howell Mountain vineyards that give me great Cabernet Sauvignon produce great Cabernet Franc as well. The grapes yield a dense, deep wine with an immediate, mouth-filling hit of dark berry fruits backed by more subtle layers of cedary spices. And there's an amazing length to the finish that's typical of the Howell Mountain Cabernet Franc-the reason I always add a little to my Private Reserve Cabernet. The firm structure promises considerable longevity for this wine, appropriate for celebrating our third century of winemaking at Beringer well into the next decade."" -Winemaster, Ed Sbragia"
Domaine Huet Vouvray Le Mont Moelleux 2016,"Vouvray, Touraine, Loire, France",White Wine,96.0,"Purchased in 1957, Le Mont lies on the esteemed Premiere Côte. With less clay and more stone than Le Haut-Lieu, Le Mont yields young wines of intense minerality. The wines are the estate's most reticent, but develop the strongest perfume with age. Biodynamically farmed. All grapes are harvested by hand. The wine is soft, rich and elegant."
Cakebread Cabernet Sauvignon 2012,"Napa Valley, California",Red Wine,90.0,"This 2012 Napa Valley Cabernet Sauvignon boasts alluring, complex aromas of dense dark cherry, boysenberry and blackcurrant fruit supplemented by enticing toasted oak and dark chocolate scents. Rich and lush on the palate with deeply concentrated cassis, blackberry and black fig flavors, the wine culminates in a remarkably long finish showcasing ripe fruit, dark chocolate and wood spice tones framed by finely grained tannins. Seductive now for its luscious fruit, this classic Napa Valley cabernet will evolve beautifully in bottle over the next 7-10 years. "
K Vintners Milbrandt Syrah 2009,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,90.0,"Low yield, high quality. Think black raspberry, white pepper, Asian spice, cured meat. Pretty on the nose, full on the palate. The best Milbrandt to date."
Catena Zapata Nicasia Vineyard Malbec 2015,"Mendoza, Argentina",Red Wine,92.0,"Catena Zapata Nicasia Vineyard Malbec is a dark violet Malbec. Ripe black-and-red currant, raspberries and an elegant touch of french oak are some of the aromas that we can appreciate from this special malbec from one of the Catena´s highest family vineyards. Very complex and expressive palate, with a creamy violet flavor witih ripe blueberries, cassis, vanilla and spicecake. "
Emilio Moro Malleolus 2015,"Ribera del Duero, Spain",Red Wine,93.0,"Ripe cherry color, deep with a garnet rim. A wine with a very intense, powerful nose offering the maximum expression of the Tempranillo variety, with jammy, black fruits and liquorice, and outstanding balsamic, spicy notes from the fine oak, forming an ensemble of great elegance and expression. The feel in the mouth is strong and silky with a sweet, well-structured tannin. A long, persistent finish that underlines the power of the vintage."
Larkmead Solari Reserve Cabernet Sauvignon (1.5 Liter Magnum) 2002,"Napa Valley, California",Red Wine,92.0,"A dense purple color precedes soaring aromatics of pure cassis, graphite and Asian spice. The wine’s striking purity of ripe fruit is immediately apparent on the palate, with flavors of black raspberry liqueur and créme de cassis, supported by complex notes of dark licorice and bitter chocolate. The wine’s multi-layered texture and dense, sweet tannin profile glide across the mid-palate creating a sense of seamless integration of all components."
Guigal Chateau D'Ampuis Cote Rotie (1.5 Liter Magnum) 2015,"Cote Rotie, Rhone, France",Red Wine,93.0,"The hallmark of Château d’Ampuis is an unbelievably seductive perfume full of sweet black fruits and spices, and an elegance despite the intense concentration of fruit (prunes, blackberry) and tannin. Château d’Ampuis defines what a great Côte-Rôtie should be with its beautiful balance, muscular complexity and length."
Fuligni Brunello di Montalcino 2005,"Montalcino, Tuscany, Italy",Red Wine,91.0,"The regular Brunello was aged 4 years: approximately 1 year in 5-hectoliter tonneaux of French Allier oak, followed by a further 2 years' ageing in traditional Slavonian oak barrels from 25 to 30 hectoliters in size, then bottling and 1 year's bottle age previous to release. The color is richly nuanced, from ruby to garnet, medium in intensity. The unbelievable bouquet of Brunello 2004 unfolds as a magnificent range of scents and sensations going from cherry to varied floral notes integrated by spice, vanilla and a fascinating, subtle hint of chocolate. On the palate, its superb, silky structure immediately comes to the fore, showing a delightful harmony of components and balance of acidity, alcohol and high extract, characteristic of the very top vintages: 14.5% alc. by cont. yet classically lively total acidity, confirming the perfect timing of harvest. Its very, very long finish lingers in successive shades of marasca cherry, red currant, delicate notes of peach, noble spices and subtle vanilla."
Duboeuf Moulin-a-Vent Domaine de la Vigne Romaine 2010,"Beaujolais, Burgundy, France",Red Wine,89.0,"Great aromatic intensity, with gently wooded scents of minerality, black fruits and vanilla. Warm, rich and fleshy, this wine reveals good tannic structure, with fine and racy tannins, which give it good aging potential. Good persistence in the finish."
Joseph Phelps Syrah (1.5 Liter Magnum) 1997,"Napa Valley, California",Red Wine,94.0,"Ripe and concentrated with plenty of color and spicy, red fruit aromas, this wine is distinguished by its core of berry flavors and harmonious balance. This vintage, while showy and drinkable now, will provide enjoyment for years to come."
Dog Point Vineyard Pinot Noir 2013,"Marlborough, New Zealand",Red Wine,91.0,"Vibrant red fruit, a perfume of violets with underlying savory notes of dried herbs. Richly flavored red fruit, bright spice, infused savoriness, well integrated oak, soft fleshy tannins."
Hecht & Bannier Minervois 2011,"Minervois, Languedoc, South of France, France",Red Wine,91.0,"Minervois is one of the great appellations of southern France. Situated on the rugged hillsides soaking up the warm Mediterranean sun, the region produces wines of combined elegance and power. The Hecht et Bannier Minervois is a blend of Syrah, Grenache and a touch of Carignan vinified in a combination of concrete tank, large neutral oak cask and oak barrels. resulting in a deep, aromatic and concentrated wine."
Buena Vista Carneros Pinot Noir 2006,"Carneros, California",Red Wine,88.0,"The 2006 Pinot Noir Carneros has aromas of bright bing cherry, fresh ground nutmeg and earthy wild mushroom. In the mouth the wine shows intense bright blackberry and plum fruit with undertones of sweet mocha and clove. This is a wine of great depth with the long, supple finish considered a hallmark of Carneros Pinot Noir."
Concha y Toro Casillero Del Diablo Chardonnay 1998,Chile,White Wine,85.0,"100% Chardonnay.  Golden color.  Fresh, lively fruit on the palate."
Kurtz Family Vineyards Boundary Row Shiraz 2001,Australia,Red Wine,93.0,"The Barossa is considered an institution among Australian wine lovers. There may be other regions that produce more wine and might even vie for bragging rights when it comes to quality, but to quote James Halliday: ""The Barossa Valley is, and always will be, the womb of the Australian wine industry."""
Cloudy Bay Chardonnay 2007,"Marlborough, New Zealand",White Wine,90.0,"An irresistible mix of ripe citrus and toasted nut aromas reminiscent of grapefruit, fig and pistachio biscotti taken with chamomile tea. The palate leads with savoury notes which give way to a taut citrus core, revealing the vibrant Marlborough fruit. Natural yeast fermentation and judicious oak handling combine to deliver a refined and textural finish. Expect the 2007 Cloudy Bay Chardonnay to age gracefully over the next five to seven years."
Chateau Fuisse Pouilly-Fuisse Tete de Cru 2014,"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,92.0,"Tete de Cru 2014 is from a classic vintage. The wine is structured, balanced, elegant with a fantastic natural acidity. The wine is made from plots from both Pouilly and Fuissé. The plots in Pouilly, with a high limestone proportion, contribute to provide intense perfume yet more delicacy in the mouth. Those in Fuisse, where clay is more prominent, are less aromatic but fuller, more solid and structured. Vines are an average of 30 years old, which gives an extra level of complexity to the wine."
Jax Vineyards Y3 Pinot Noir 2014,"Russian River, Sonoma County, California",Red Wine,94.0,"Pinot Noir should be detailed, elegant and lively and the Y3 2014 is certainly that. Pleasing to nearly every palate, this wine possesses wild berry fruit, dried currant and fresh cut strawberry. If a wine could taste like red silk, this would be it. Bottled unfiltered and unfined, enjoy to 2020 and beyond."
Carmel Road Monterey Unoaked Chardonnay 2010,"Central Coast, California",White Wine,89.0,"Our Chardonnays are known for their rich flavors, firm acidity and brilliant varietal flavors. But it is the pronounced minerality that sets them apart from their peers throughout the Golden State. Our 2010 Monterey Chardonnay offers a rich palate and crisp framework with tangerine peel aromas and tropical flavors of guava and pear with a touch of vanilla. The flavors are luscious, fruit forward and distinctly mineral thanks to our unique inner-coastal soils. The Finish is crisp, structured and long."
Cote des Roses Rose (375ML half-bottle) 2017,"Languedoc, South of France, France",Pink and Rosé,90.0,"A soft, pale, brilliant pink with bluish tints developing over time towards more orangey nuances. The bouquet releases aromas of summer fruits, cassis, and redcurrant. Floral notes of rose along with hints of grapefruit complete the picture. The finish is fresh, offering notes of candy. On the palate, the impression is fresh and full, with great aromatic persistence and balance."
Edmeades Mendocino Ridge Zinfandel 1998,"North Coast, California",Red Wine,89.0,"Aromas of black cherry, black pepper, spicy vanillin, creme de cocoa, white chocolate, huckleberry, peach, smoky oak, earth, forest floor, black cherry and wild loganberry. Palate of sweet, ripe berries with a jammy, extracted texture."
Lecheneaut Nuits-St-Georges Les Pruliers Premier Cru 2015,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,95.0,"Les Pruliers display a strong color. Young, it imposes its personality. Fresh red fruit aromas mingle with fine plant fragrances evoking wild prunes as well as notes of licorice and spiced roses. Mature, depth and roundness mask a strict final frame. You will perceive aromas of cocoa, smoked meat, and undergrowth. Age brings forth a generous and sensual smoothness."
Feudo Maccari Saia 2009,"Sicily, Italy",Red Wine,92.0,"Bright, intense ruby red color, offering aromas and flavors of dark and sour red cherries, spearmint, spice and oak. A velvety palate of lush, concentrated fruit balanced by a fine acidic underpinning and ripe, sweet tannins ends in a long finish. "
David Bruce Central Coast Petite Syrah 1999,"Central Coast, California",Red Wine,88.0,"While the Central Coast appellation covers a large territory, these grapes come primarily from Paso Robles and the neighboring southern portion of Monterey County.  Our winemaking techniques emphasize the abundant berry fruit and rose petal perfume aromas, while keeping the palate soft and approachable.  Judicious blending with Grenache and Syrah adds raspberry and peppercorn flavors, balanced by subtle toasted oak.  It will pair nicely with a wide variety of foods from grilled meats to spicy Mediterranean cuisine.  While drinking very well now, it will evolve nicely for up to five years in a proper cellar.  Enjoy!"
Andrew Will Winery Ciel du Cheval 2012,"Yakima Valley, Columbia Valley, Washington",Red Wine,90.0,"This wine has concentration, structure and is rich in mineral, graphite and dark fruit notes. A top site in Washington State, Andrew Will has been sourcing from this vineyard since its beginning in 1989. "
Jaume Serra Cristalino Brut Nature 2007,Spain,Sparkling & Champagne,91.0,"This wine is round and rich with lime, grapefruit and lemon flavors. It is crisp with acidity and finishes bone-dry with a slightly toasted note. It is a great compliment to rich seafood dishes, including those heavily sauced with such ingredients as aioli. "
Chateau de Saint Cosme Cotes du Rhone 2001,"Cotes du Rhone, Rhone, France",Red Wine,88.0,"This ""little"" gem was made from an intriguing blend of grapes which were all fermented together. With a maceration of 40 days this is an intense, super-concentrated Cotes du Rhone, which has seen no oak at all but is still profoundly complex. Opaque in colour the wine has an exotic perfume of spice, raisins and lilacs. This is followed by a rich, full-bodied wine with layer upon layer of black fruit flavours, silky tannins and a depth that puts this humble Cotes du Rhone way above its status. Delusions of grandeur no doubt but what a wine it is. It will be irresistible when released but age well for 3-6 years."
Dr. Loosen Urziger Wurzgarten Spatlese 2016,"Mosel, Germany",White Wine,90.0,"Blazing red and insanely steep, the Ürziger Würzgarten (ERTS-ih-ger VERTS-gar-ten) vineyard fills the picturesque amphitheater formed by this dramatic bend in the river. It produces wines with exotic, spicy aromas that are bursting with tropical fruit flavors. The estate’s oldest vines are found here."
